state,date,agegroup,death,hosp
RO,2022-06-01,2,0,0
RO,2022-06-01,3,0,0
RO,2022-06-01,4,0,0
RO,2022-06-01,5,0,0
RO,2022-06-01,6,0,0
RO,2022-06-01,7,0,0
RO,2022-06-01,8,0,0
RO,2022-06-01,9,0,0
RO,2022-07-01,1,0,0
RO,2022-07-01,2,0,0
RO,2022-07-01,3,0,0
RO,2022-07-01,4,0,0
RO,2022-07-01,5,0,0
RO,2022-07-01,6,0,0
RO,2022-07-01,7,0,0
RO,2022-07-01,8,0,0
RO,2022-07-01,9,0,0
RO,2022-08-01,1,0,0
RO,2022-08-01,2,0,0
RO,2022-08-01,3,1,0
RO,2022-08-01,4,0,0
RO,2022-08-01,5,0,0
RO,2022-08-01,6,0,0
RO,2022-08-01,7,0,0
RO,2022-08-01,8,0,0
RO,2022-08-01,9,0,0
RO,2022-09-01,1,0,0
RO,2022-09-01,2,0,0
RO,2022-09-01,3,0,0
RO,2022-09-01,4,0,0
RO,2022-09-01,5,0,0
RO,2022-09-01,6,0,0
RO,2022-09-01,7,0,0
RO,2022-09-01,8,0,0
RO,2022-09-01,9,0,0
RO,2022-10-01,1,0,0
RO,2022-10-01,2,0,0
RO,2022-10-01,3,0,0
RO,2022-10-01,4,0,0
RO,2022-10-01,5,0,0
RO,2022-10-01,6,0,0
RO,2022-10-01,7,0,0
RO,2022-10-01,8,0,0
RO,2022-10-01,9,0,0
RO,2022-11-01,1,0,0
RO,2022-11-01,2,0,0
RO,2022-11-01,3,0,0
RO,2022-11-01,4,0,0
RO,2022-11-01,5,0,0
RO,2022-11-01,6,0,0
RO,2022-11-01,7,0,0
RO,2022-11-01,8,0,0
RO,2022-11-01,9,0,0
RO,2022-12-01,1,0,0
RO,2022-12-01,2,0,0
RO,2022-12-01,3,0,0
RO,2022-12-01,4,0,0
RO,2022-12-01,5,0,0
RO,2022-12-01,6,0,0
RO,2022-12-01,7,0,0
RO,2022-12-01,8,0,0
RO,2022-12-01,9,0,0
RO,2023-01-01,1,0,0
RO,2023-01-01,2,0,0
RO,2023-01-01,3,0,0
RO,2023-01-01,4,0,0
RO,2023-01-01,5,0,0
RO,2023-01-01,6,0,0
RO,2023-01-01,7,0,0
RO,2023-01-01,8,0,0
RO,2023-01-01,9,0,0
RO,2023-02-01,1,0,0
RO,2023-02-01,2,0,0
RO,2023-02-01,3,0,0
RO,2023-02-01,4,0,0
RO,2023-02-01,5,0,0
RO,2023-02-01,6,0,0
RO,2023-02-01,7,0,0
RO,2023-02-01,8,0,0
RO,2023-02-01,9,0,0
RO,2023-03-01,1,0,0
RO,2023-03-01,2,0,0
RO,2023-03-01,3,0,0
RO,2023-03-01,4,0,0
RO,2023-03-01,5,0,0
RO,2023-03-01,6,0,0
RO,2023-03-01,7,0,0
RO,2023-03-01,8,0,0
RO,2023-03-01,9,0,0
RO,2023-04-01,1,0,0
RO,2023-04-01,2,0,0
RO,2023-04-01,3,0,0
RO,2023-04-01,4,0,0
RO,2023-04-01,5,0,0
RO,2023-04-01,6,0,0
RO,2023-04-01,7,0,0
RO,2023-04-01,8,0,0
RO,2023-04-01,9,0,0
RR,2021-02-01,1,0,0
RR,2021-02-01,2,2,16
RR,2021-02-01,3,9,39
RR,2021-02-01,4,8,61
RR,2021-02-01,5,9,55
RR,2021-02-01,6,21,81
RR,2021-02-01,7,22,58
RR,2021-02-01,8,7,16
RR,2021-02-01,9,2,7
RR,2021-03-01,1,0,3
RR,2021-03-01,2,2,22
RR,2021-03-01,3,14,70
RR,2021-03-01,4,35,136
RR,2021-03-01,5,40,117
RR,2021-03-01,6,60,118
RR,2021-03-01,7,41,71
RR,2021-03-01,8,19,31
RR,2021-03-01,9,3,3
RR,2021-04-01,1,2,3
RR,2021-04-01,2,4,34
RR,2021-04-01,3,19,72
RR,2021-04-01,4,33,112
RR,2021-04-01,5,41,92
RR,2021-04-01,6,40,83
RR,2021-04-01,7,30,57
RR,2021-04-01,8,10,18
RR,2021-04-01,9,3,5
RR,2021-05-01,1,1,2
RR,2021-05-01,2,0,16
RR,2021-05-01,3,11,38
RR,2021-05-01,4,18,46
RR,2021-05-01,5,26,66
RR,2021-05-01,6,36,76
RR,2021-05-01,7,20,40
RR,2021-05-01,8,8,11
RR,2021-05-01,9,2,4
RR,2021-06-01,1,2,5
RR,2021-06-01,2,6,30
RR,2021-06-01,3,6,38
RR,2021-06-01,4,10,70
RR,2021-06-01,5,30,92
RR,2021-06-01,6,20,36
RR,2021-06-01,7,13,21
RR,2021-06-01,8,7,13
RR,2021-06-01,9,1,2
RR,2021-07-01,1,2,1
RR,2021-07-01,2,4,33
RR,2021-07-01,3,8,55
RR,2021-07-01,4,21,81
RR,2021-07-01,5,26,75
RR,2021-07-01,6,17,37
RR,2021-07-01,7,5,25
RR,2021-07-01,8,10,15
RR,2021-07-01,9,3,4
RR,2021-08-01,1,2,5
RR,2021-08-01,2,5,20
RR,2021-08-01,3,8,43
RR,2021-08-01,4,13,46
RR,2021-08-01,5,25,55
RR,2021-08-01,6,13,46
RR,2021-08-01,7,14,29
RR,2021-08-01,8,11,14
RR,2021-08-01,9,3,4
RR,2021-09-01,1,0,0
RR,2021-09-01,2,2,11
RR,2021-09-01,3,3,20
RR,2021-09-01,4,6,33
RR,2021-09-01,5,7,26
RR,2021-09-01,6,15,41
RR,2021-09-01,7,13,21
RR,2021-09-01,8,4,9
RR,2021-09-01,9,2,5
RR,2021-10-01,1,1,2
RR,2021-10-01,2,0,2
RR,2021-10-01,3,2,7
RR,2021-10-01,4,9,6
RR,2021-10-01,5,3,13
RR,2021-10-01,6,13,12
RR,2021-10-01,7,6,12
RR,2021-10-01,8,7,13
RR,2021-10-01,9,3,2
RR,2021-11-01,1,2,1
RR,2021-11-01,2,1,3
RR,2021-11-01,3,0,5
RR,2021-11-01,4,3,8
RR,2021-11-01,5,8,11
RR,2021-11-01,6,5,10
RR,2021-11-01,7,6,9
RR,2021-11-01,8,3,3
RR,2021-11-01,9,1,3
RR,2021-12-01,1,0,0
RR,2021-12-01,2,0,4
RR,2021-12-01,3,0,1
RR,2021-12-01,4,1,3
RR,2021-12-01,5,1,7
RR,2021-12-01,6,1,14
RR,2021-12-01,7,4,12
RR,2021-12-01,8,2,5
RR,2021-12-01,9,0,2
RR,2022-01-01,1,0,0
RR,2022-01-01,2,0,5
RR,2022-01-01,3,0,3
RR,2022-01-01,4,0,6
RR,2022-01-01,5,4,12
RR,2022-01-01,6,4,11
RR,2022-01-01,7,5,6
RR,2022-01-01,8,3,5
RR,2022-01-01,9,1,1
RR,2022-02-01,1,0,0
RR,2022-02-01,2,2,1
RR,2022-02-01,3,1,2
RR,2022-02-01,4,1,2
RR,2022-02-01,5,2,3
RR,2022-02-01,6,0,2
RR,2022-02-01,7,2,2
RR,2022-02-01,8,1,1
RR,2022-02-01,9,0,0
RR,2022-03-01,1,0,0
RR,2022-03-01,2,0,0
RR,2022-03-01,3,0,0
RR,2022-03-01,4,1,0
RR,2022-03-01,5,0,0
RR,2022-03-01,6,0,0
RR,2022-03-01,7,0,0
RR,2022-03-01,8,0,0
RR,2022-03-01,9,0,0
RR,2022-04-01,1,0,0
RR,2022-04-01,2,0,0
RR,2022-04-01,3,0,0
RR,2022-04-01,4,0,0
RR,2022-04-01,5,0,0
RR,2022-04-01,6,0,0
RR,2022-04-01,7,0,0
RR,2022-04-01,8,0,0
RR,2022-04-01,9,0,0
RR,2022-05-01,1,0,0
RR,2022-05-01,2,0,0
RR,2022-05-01,3,0,0
RR,2022-05-01,4,0,0
RR,2022-05-01,5,0,0
RR,2022-05-01,6,0,0
RR,2022-05-01,7,0,0
RR,2022-05-01,8,0,0
RR,2022-05-01,9,0,0
RR,2022-06-01,1,0,0
RR,2022-06-01,2,0,0
RR,2022-06-01,3,0,0
RR,2022-06-01,4,0,0
RR,2022-06-01,5,0,0
RR,2022-06-01,6,0,0
RR,2022-06-01,7,0,0
RR,2022-06-01,8,0,0
RR,2022-06-01,9,0,0
RR,2022-07-01,1,0,0
RR,2022-07-01,2,0,0
RR,2022-07-01,3,0,0
RR,2022-07-01,4,0,0
RR,2022-07-01,5,0,0
RR,2022-07-01,6,0,0
RR,2022-07-01,7,0,0
RR,2022-07-01,8,0,0
RR,2022-07-01,9,0,0
RR,2022-08-01,1,0,0
RR,2022-08-01,2,0,0
RR,2022-08-01,3,0,0
RR,2022-08-01,4,0,0
RR,2022-08-01,5,0,0
RR,2022-08-01,6,0,0
RR,2022-08-01,7,0,0
RR,2022-08-01,8,0,0
RR,2022-08-01,9,0,0
RR,2022-09-01,1,0,0
RR,2022-09-01,2,0,0
RR,2022-09-01,3,0,0
RR,2022-09-01,4,0,0
RR,2022-09-01,5,0,0
RR,2022-09-01,6,0,0
RR,2022-09-01,7,0,0
RR,2022-09-01,8,0,0
RR,2022-09-01,9,0,0
RR,2022-10-01,1,0,0
RR,2022-10-01,2,0,0
RR,2022-10-01,3,0,0
RR,2022-10-01,4,0,0
RR,2022-10-01,5,0,0
RR,2022-10-01,6,0,0
RR,2022-10-01,7,0,0
RR,2022-10-01,8,0,0
RR,2022-10-01,9,0,0
RR,2022-11-01,1,0,0
RR,2022-11-01,2,0,0
RR,2022-11-01,3,0,0
RR,2022-11-01,4,0,0
RR,2022-11-01,5,0,0
RR,2022-11-01,6,0,0
RR,2022-11-01,7,0,0
RR,2022-11-01,8,0,0
RR,2022-11-01,9,0,0
RR,2022-12-01,1,0,0
RR,2022-12-01,2,0,0
RR,2022-12-01,3,0,0
RR,2022-12-01,4,0,0
RR,2022-12-01,5,0,0
RR,2022-12-01,6,0,0
RR,2022-12-01,7,0,0
RR,2022-12-01,8,0,0
RR,2022-12-01,9,0,0
RR,2023-01-01,1,0,0
RR,2023-01-01,2,0,0
RR,2023-01-01,3,0,0
RR,2023-01-01,4,0,0
RR,2023-01-01,5,0,0
RR,2023-01-01,6,0,0
RR,2023-01-01,7,0,0
RR,2023-01-01,8,0,0
RR,2023-01-01,9,0,0
RR,2023-02-01,1,0,0
RR,2023-02-01,2,0,0
RR,2023-02-01,3,0,0
RR,2023-02-01,4,0,0
RR,2023-02-01,5,0,0
RR,2023-02-01,6,0,0
RR,2023-02-01,7,0,0
RR,2023-02-01,8,0,0
RR,2023-02-01,9,0,0
RR,2023-03-01,1,0,0
RR,2023-03-01,2,0,0
RR,2023-03-01,3,0,0
RR,2023-03-01,4,0,0
RR,2023-03-01,5,0,0
RR,2023-03-01,6,0,0
RR,2023-03-01,7,0,0
RR,2023-03-01,8,0,0
RR,2023-03-01,9,0,0
RR,2023-04-01,1,0,0
RR,2023-04-01,2,0,0
RR,2023-04-01,3,0,0
RR,2023-04-01,4,0,0
RR,2023-04-01,5,0,0
RR,2023-04-01,6,0,0
RR,2023-04-01,7,0,0
RR,2023-04-01,8,0,0
RR,2023-04-01,9,0,0
RS,2021-02-01,1,0,30
RS,2021-02-01,2,3,86
RS,2021-02-01,3,13,205
RS,2021-02-01,4,21,369
RS,2021-02-01,5,48,612
RS,2021-02-01,6,94,805
RS,2021-02-01,7,133,756
RS,2021-02-01,8,149,518
RS,2021-02-01,9,50,133
RS,2021-03-01,1,4,58
RS,2021-03-01,2,18,305
RS,2021-03-01,3,47,813
RS,2021-03-01,4,133,1362
RS,2021-03-01,5,199,1710
RS,2021-03-01,6,398,2173
RS,2021-03-01,7,462,1670
RS,2021-03-01,8,408,960
RS,2021-03-01,9,137,227
RS,2021-04-01,1,10,120
RS,2021-04-01,2,85,639
RS,2021-04-01,3,320,1957
RS,2021-04-01,4,675,3215
RS,2021-04-01,5,1242,4302
RS,2021-04-01,6,2049,4933
RS,2021-04-01,7,2110,3857
RS,2021-04-01,8,1229,1705
RS,2021-04-01,9,291,354
RS,2021-05-01,1,6,79
RS,2021-05-01,2,64,416
RS,2021-05-01,3,185,979
RS,2021-05-01,4,444,1704
RS,2021-05-01,5,824,2307
RS,2021-05-01,6,1302,2486
RS,2021-05-01,7,1085,1596
RS,2021-05-01,8,403,581
RS,2021-05-01,9,104,127
RS,2021-06-01,1,2,78
RS,2021-06-01,2,51,560
RS,2021-06-01,3,141,1482
RS,2021-06-01,4,336,2350
RS,2021-06-01,5,650,3101
RS,2021-06-01,6,756,1816
RS,2021-06-01,7,548,1005
RS,2021-06-01,8,288,626
RS,2021-06-01,9,100,159
RS,2021-07-01,1,7,89
RS,2021-07-01,2,56,527
RS,2021-07-01,3,206,1506
RS,2021-07-01,4,379,2257
RS,2021-07-01,5,686,2855
RS,2021-07-01,6,545,1253
RS,2021-07-01,7,451,870
RS,2021-07-01,8,370,593
RS,2021-07-01,9,109,169
RS,2021-08-01,1,3,71
RS,2021-08-01,2,29,256
RS,2021-08-01,3,99,725
RS,2021-08-01,4,231,900
RS,2021-08-01,5,362,850
RS,2021-08-01,6,300,611
RS,2021-08-01,7,308,574
RS,2021-08-01,8,249,353
RS,2021-08-01,9,81,108
RS,2021-09-01,1,2,35
RS,2021-09-01,2,13,167
RS,2021-09-01,3,32,275
RS,2021-09-01,4,58,281
RS,2021-09-01,5,114,371
RS,2021-09-01,6,157,412
RS,2021-09-01,7,207,465
RS,2021-09-01,8,140,281
RS,2021-09-01,9,57,102
RS,2021-10-01,1,4,33
RS,2021-10-01,2,10,70
RS,2021-10-01,3,22,147
RS,2021-10-01,4,34,212
RS,2021-10-01,5,65,226
RS,2021-10-01,6,125,361
RS,2021-10-01,7,178,448
RS,2021-10-01,8,123,237
RS,2021-10-01,9,54,83
RS,2021-11-01,1,1,40
RS,2021-11-01,2,4,64
RS,2021-11-01,3,14,117
RS,2021-11-01,4,29,167
RS,2021-11-01,5,58,238
RS,2021-11-01,6,151,539
RS,2021-11-01,7,214,591
RS,2021-11-01,8,144,241
RS,2021-11-01,9,38,60
RS,2021-12-01,1,1,28
RS,2021-12-01,2,6,44
RS,2021-12-01,3,17,90
RS,2021-12-01,4,31,150
RS,2021-12-01,5,53,183
RS,2021-12-01,6,156,378
RS,2021-12-01,7,204,352
RS,2021-12-01,8,105,170
RS,2021-12-01,9,20,37
RS,2022-01-01,1,0,17
RS,2022-01-01,2,2,23
RS,2022-01-01,3,7,52
RS,2022-01-01,4,14,82
RS,2022-01-01,5,24,96
RS,2022-01-01,6,72,143
RS,2022-01-01,7,75,113
RS,2022-01-01,8,47,70
RS,2022-01-01,9,11,14
RS,2022-02-01,1,1,3
RS,2022-02-01,2,0,10
RS,2022-02-01,3,4,8
RS,2022-02-01,4,8,29
RS,2022-02-01,5,17,26
RS,2022-02-01,6,26,37
RS,2022-02-01,7,34,40
RS,2022-02-01,8,22,21
RS,2022-02-01,9,7,7
RS,2022-03-01,1,0,0
RS,2022-03-01,2,0,1
RS,2022-03-01,3,1,0
RS,2022-03-01,4,1,0
RS,2022-03-01,5,4,0
RS,2022-03-01,6,1,0
RS,2022-03-01,7,7,1
RS,2022-03-01,8,5,0
RS,2022-03-01,9,1,0
RS,2022-04-01,1,0,0
RS,2022-04-01,2,1,0
RS,2022-04-01,3,0,0
RS,2022-04-01,4,0,0
RS,2022-04-01,5,0,0
RS,2022-04-01,6,2,0
RS,2022-04-01,7,0,1
RS,2022-04-01,8,3,0
RS,2022-04-01,9,0,0
RS,2022-05-01,1,0,0
RS,2022-05-01,2,0,0
RS,2022-05-01,3,0,0
RS,2022-05-01,4,0,0
RS,2022-05-01,5,1,0
RS,2022-05-01,6,0,0
RS,2022-05-01,7,1,0
RS,2022-05-01,8,0,0
RS,2022-05-01,9,0,0
RS,2022-06-01,1,0,0
RS,2022-06-01,2,0,0
RS,2022-06-01,3,0,0
RS,2022-06-01,4,0,0
RS,2022-06-01,5,0,0
RS,2022-06-01,6,0,0
RS,2022-06-01,7,0,0
RS,2022-06-01,8,0,0
RS,2022-06-01,9,0,0
RS,2022-07-01,1,0,0
RS,2022-07-01,2,0,0
RS,2022-07-01,3,0,0
RS,2022-07-01,4,0,0
RS,2022-07-01,5,0,0
RS,2022-07-01,6,1,0
RS,2022-07-01,7,0,0
RS,2022-07-01,8,0,0
RS,2022-07-01,9,0,0
RS,2022-08-01,1,0,0
RS,2022-08-01,2,0,0
RS,2022-08-01,3,0,0
RS,2022-08-01,4,0,0
RS,2022-08-01,5,0,0
RS,2022-08-01,6,0,0
RS,2022-08-01,7,0,0
RS,2022-08-01,8,1,0
RS,2022-08-01,9,0,0
RS,2022-09-01,1,0,0
RS,2022-09-01,2,0,0
RS,2022-09-01,3,0,0
RS,2022-09-01,4,0,0
RS,2022-09-01,5,0,0
RS,2022-09-01,6,0,0
RS,2022-09-01,7,0,0
RS,2022-09-01,8,0,0
RS,2022-09-01,9,0,0
RS,2022-10-01,1,0,0
RS,2022-10-01,2,0,0
RS,2022-10-01,3,0,0
RS,2022-10-01,4,0,0
RS,2022-10-01,5,0,0
RS,2022-10-01,6,0,0
RS,2022-10-01,7,0,0
RS,2022-10-01,8,0,0
RS,2022-10-01,9,0,0
RS,2022-11-01,1,0,0
RS,2022-11-01,2,0,0
RS,2022-11-01,3,0,0
RS,2022-11-01,4,0,0
RS,2022-11-01,5,0,0
RS,2022-11-01,6,0,0
RS,2022-11-01,7,0,0
RS,2022-11-01,8,0,0
RS,2022-11-01,9,0,0
RS,2022-12-01,1,0,0
RS,2022-12-01,2,0,0
RS,2022-12-01,3,0,0
RS,2022-12-01,4,0,0
RS,2022-12-01,5,0,0
RS,2022-12-01,6,0,0
RS,2022-12-01,7,0,0
RS,2022-12-01,8,0,0
RS,2022-12-01,9,0,0
RS,2023-01-01,1,0,0
RS,2023-01-01,2,0,0
RS,2023-01-01,3,0,0
RS,2023-01-01,4,0,0
RS,2023-01-01,5,0,0
RS,2023-01-01,6,0,0
RS,2023-01-01,7,0,0
RS,2023-01-01,8,0,0
RS,2023-01-01,9,0,0
RS,2023-02-01,1,0,0
RS,2023-02-01,2,0,0
RS,2023-02-01,3,0,0
RS,2023-02-01,4,0,0
RS,2023-02-01,5,0,0
RS,2023-02-01,6,0,0
RS,2023-02-01,7,0,0
RS,2023-02-01,8,0,0
RS,2023-02-01,9,0,1
RS,2023-03-01,1,0,0
RS,2023-03-01,2,0,0
RS,2023-03-01,3,0,0
RS,2023-03-01,4,0,0
RS,2023-03-01,5,0,0
RS,2023-03-01,6,0,0
RS,2023-03-01,7,0,0
RS,2023-03-01,8,0,0
RS,2023-03-01,9,0,0
RS,2023-04-01,1,0,0
RS,2023-04-01,2,0,0
RS,2023-04-01,3,0,0
RS,2023-04-01,4,0,0
RS,2023-04-01,5,0,0
RS,2023-04-01,6,0,0
RS,2023-04-01,7,0,0
RS,2023-04-01,8,0,0
RS,2023-04-01,9,0,0
SC,2021-02-01,1,1,31
SC,2021-02-01,2,4,61
SC,2021-02-01,3,5,181
SC,2021-02-01,4,9,286
SC,2021-02-01,5,24,392
SC,2021-02-01,6,50,504
SC,2021-02-01,7,76,400
SC,2021-02-01,8,66,247
SC,2021-02-01,9,30,67
SC,2021-03-01,1,7,65
SC,2021-03-01,2,11,194
SC,2021-03-01,3,23,654
SC,2021-03-01,4,63,950
SC,2021-03-01,5,114,1195
SC,2021-03-01,6,239,1281
SC,2021-03-01,7,251,916
SC,2021-03-01,8,176,427
SC,2021-03-01,9,48,82
SC,2021-04-01,1,7,86
SC,2021-04-01,2,32,423
SC,2021-04-01,3,143,1203
SC,2021-04-01,4,293,1960
SC,2021-04-01,5,554,2486
SC,2021-04-01,6,900,2671
SC,2021-04-01,7,948,1930
SC,2021-04-01,8,521,802
SC,2021-04-01,9,97,146
SC,2021-05-01,1,3,71
SC,2021-05-01,2,40,292
SC,2021-05-01,3,92,792
SC,2021-05-01,4,286,1256
SC,2021-05-01,5,458,1679
SC,2021-05-01,6,675,1672
SC,2021-05-01,7,604,945
SC,2021-05-01,8,232,347
SC,2021-05-01,9,42,54
SC,2021-06-01,1,5,71
SC,2021-06-01,2,25,303
SC,2021-06-01,3,93,911
SC,2021-06-01,4,215,1599
SC,2021-06-01,5,405,1888
SC,2021-06-01,6,487,1235
SC,2021-06-01,7,287,532
SC,2021-06-01,8,134,287
SC,2021-06-01,9,35,64
SC,2021-07-01,1,5,76
SC,2021-07-01,2,31,348
SC,2021-07-01,3,99,1008
SC,2021-07-01,4,255,1619
SC,2021-07-01,5,429,1906
SC,2021-07-01,6,282,703
SC,2021-07-01,7,207,505
SC,2021-07-01,8,147,263
SC,2021-07-01,9,38,61
SC,2021-08-01,1,4,40
SC,2021-08-01,2,19,285
SC,2021-08-01,3,84,704
SC,2021-08-01,4,174,956
SC,2021-08-01,5,281,706
SC,2021-08-01,6,171,561
SC,2021-08-01,7,178,470
SC,2021-08-01,8,118,227
SC,2021-08-01,9,35,54
SC,2021-09-01,1,3,41
SC,2021-09-01,2,21,243
SC,2021-09-01,3,46,390
SC,2021-09-01,4,64,356
SC,2021-09-01,5,108,410
SC,2021-09-01,6,146,375
SC,2021-09-01,7,174,435
SC,2021-09-01,8,98,204
SC,2021-09-01,9,21,50
SC,2021-10-01,1,4,55
SC,2021-10-01,2,12,106
SC,2021-10-01,3,23,232
SC,2021-10-01,4,36,332
SC,2021-10-01,5,65,269
SC,2021-10-01,6,105,286
SC,2021-10-01,7,142,374
SC,2021-10-01,8,86,156
SC,2021-10-01,9,26,38
SC,2021-11-01,1,2,38
SC,2021-11-01,2,6,85
SC,2021-11-01,3,16,169
SC,2021-11-01,4,25,192
SC,2021-11-01,5,32,191
SC,2021-11-01,6,77,306
SC,2021-11-01,7,131,362
SC,2021-11-01,8,58,139
SC,2021-11-01,9,21,33
SC,2021-12-01,1,0,29
SC,2021-12-01,2,9,59
SC,2021-12-01,3,13,91
SC,2021-12-01,4,20,124
SC,2021-12-01,5,32,150
SC,2021-12-01,6,64,213
SC,2021-12-01,7,95,172
SC,2021-12-01,8,44,87
SC,2021-12-01,9,8,21
SC,2022-01-01,1,0,18
SC,2022-01-01,2,1,26
SC,2022-01-01,3,4,60
SC,2022-01-01,4,13,79
SC,2022-01-01,5,28,94
SC,2022-01-01,6,44,106
SC,2022-01-01,7,49,82
SC,2022-01-01,8,23,46
SC,2022-01-01,9,6,12
SC,2022-02-01,1,1,11
SC,2022-02-01,2,4,20
SC,2022-02-01,3,3,18
SC,2022-02-01,4,4,18
SC,2022-02-01,5,10,20
SC,2022-02-01,6,22,38
SC,2022-02-01,7,24,35
SC,2022-02-01,8,11,18
SC,2022-02-01,9,3,6
SC,2022-03-01,1,0,0
SC,2022-03-01,2,0,1
SC,2022-03-01,3,1,0
SC,2022-03-01,4,3,0
SC,2022-03-01,5,2,0
SC,2022-03-01,6,7,2
SC,2022-03-01,7,5,0
SC,2022-03-01,8,3,0
SC,2022-03-01,9,0,0
SC,2022-04-01,1,0,0
SC,2022-04-01,2,1,0
SC,2022-04-01,3,1,0
SC,2022-04-01,4,0,0
SC,2022-04-01,5,1,0
SC,2022-04-01,6,1,0
SC,2022-04-01,7,0,0
SC,2022-04-01,8,0,0
SC,2022-04-01,9,0,0
SC,2022-05-01,1,0,0
SC,2022-05-01,2,0,0
SC,2022-05-01,3,0,0
SC,2022-05-01,4,0,0
SC,2022-05-01,5,0,0
SC,2022-05-01,6,0,0
SC,2022-05-01,7,1,0
SC,2022-05-01,8,0,0
SC,2022-05-01,9,0,0
SC,2022-06-01,1,0,0
SC,2022-06-01,2,0,0
SC,2022-06-01,3,0,0
SC,2022-06-01,4,0,0
SC,2022-06-01,5,0,0
SC,2022-06-01,6,0,0
SC,2022-06-01,7,0,0
SC,2022-06-01,8,0,0
SC,2022-06-01,9,0,0
SC,2022-07-01,1,0,0
SC,2022-07-01,2,0,0
SC,2022-07-01,3,0,0
SC,2022-07-01,4,1,0
SC,2022-07-01,5,0,0
SC,2022-07-01,6,0,0
SC,2022-07-01,7,1,0
SC,2022-07-01,8,0,0
SC,2022-07-01,9,0,0
SC,2022-08-01,1,0,0
SC,2022-08-01,2,0,0
SC,2022-08-01,3,0,0
SC,2022-08-01,4,0,0
SC,2022-08-01,5,0,0
SC,2022-08-01,6,0,0
SC,2022-08-01,7,1,0
SC,2022-08-01,8,0,0
SC,2022-08-01,9,0,0
SC,2022-09-01,1,0,0
SC,2022-09-01,2,0,0
SC,2022-09-01,3,0,0
SC,2022-09-01,4,0,0
SC,2022-09-01,5,0,0
SC,2022-09-01,6,0,0
SC,2022-09-01,7,1,0
SC,2022-09-01,8,0,0
SC,2022-09-01,9,0,0
SC,2022-10-01,1,0,0
SC,2022-10-01,2,0,0
SC,2022-10-01,3,0,0
SC,2022-10-01,4,0,0
SC,2022-10-01,5,0,0
SC,2022-10-01,6,0,0
SC,2022-10-01,7,0,0
SC,2022-10-01,8,0,0
SC,2022-10-01,9,0,0
SC,2022-11-01,1,0,0
SC,2022-11-01,2,0,0
SC,2022-11-01,3,0,0
SC,2022-11-01,4,0,0
SC,2022-11-01,5,0,0
SC,2022-11-01,6,0,0
SC,2022-11-01,7,0,0
SC,2022-11-01,8,0,0
SC,2022-11-01,9,0,0
SC,2022-12-01,1,0,0
SC,2022-12-01,2,0,0
SC,2022-12-01,3,0,0
SC,2022-12-01,4,0,0
SC,2022-12-01,5,0,0
SC,2022-12-01,6,0,0
SC,2022-12-01,7,0,0
SC,2022-12-01,8,0,0
SC,2022-12-01,9,0,0
SC,2023-01-01,1,0,0
SC,2023-01-01,2,0,0
SC,2023-01-01,3,0,0
SC,2023-01-01,4,0,0
SC,2023-01-01,5,0,0
SC,2023-01-01,6,0,0
SC,2023-01-01,7,0,0
SC,2023-01-01,8,0,0
SC,2023-01-01,9,0,0
SC,2023-02-01,1,0,0
SC,2023-02-01,2,0,0
SC,2023-02-01,3,0,0
SC,2023-02-01,4,0,0
SC,2023-02-01,5,0,0
SC,2023-02-01,6,0,0
SC,2023-02-01,7,1,0
SC,2023-02-01,8,0,0
SC,2023-02-01,9,0,0
SC,2023-03-01,1,0,0
SC,2023-03-01,2,0,0
SC,2023-03-01,3,0,0
SC,2023-03-01,4,0,0
SC,2023-03-01,5,0,0
SC,2023-03-01,6,0,0
SC,2023-03-01,7,0,0
SC,2023-03-01,8,0,0
SC,2023-03-01,9,0,0
SC,2023-04-01,1,0,0
SC,2023-04-01,2,0,0
SC,2023-04-01,3,0,0
SC,2023-04-01,4,0,0
SC,2023-04-01,5,0,0
SC,2023-04-01,6,0,0
SC,2023-04-01,7,0,0
SC,2023-04-01,8,0,0
SC,2023-04-01,9,0,0
SE,2021-02-01,1,3,82
SE,2021-02-01,2,1,41
SE,2021-02-01,3,6,67
SE,2021-02-01,4,8,78
SE,2021-02-01,5,17,129
SE,2021-02-01,6,24,127
SE,2021-02-01,7,20,134
SE,2021-02-01,8,23,83
SE,2021-02-01,9,5,19
SE,2021-03-01,1,4,39
SE,2021-03-01,2,1,30
SE,2021-03-01,3,7,76
SE,2021-03-01,4,4,101
SE,2021-03-01,5,20,118
SE,2021-03-01,6,33,154
SE,2021-03-01,7,56,149
SE,2021-03-01,8,23,54
SE,2021-03-01,9,13,23
SE,2021-04-01,1,7,91
SE,2021-04-01,2,8,74
SE,2021-04-01,3,24,217
SE,2021-04-01,4,44,303
SE,2021-04-01,5,90,351
SE,2021-04-01,6,132,389
SE,2021-04-01,7,122,290
SE,2021-04-01,8,74,155
SE,2021-04-01,9,27,34
SE,2021-05-01,1,2,84
SE,2021-05-01,2,14,69
SE,2021-05-01,3,39,201
SE,2021-05-01,4,87,354
SE,2021-05-01,5,111,409
SE,2021-05-01,6,211,470
SE,2021-05-01,7,162,298
SE,2021-05-01,8,78,95
SE,2021-05-01,9,30,40
SE,2021-06-01,1,13,71
SE,2021-06-01,2,8,67
SE,2021-06-01,3,38,272
SE,2021-06-01,4,82,478
SE,2021-06-01,5,160,600
SE,2021-06-01,6,147,345
SE,2021-06-01,7,92,177
SE,2021-06-01,8,81,136
