Municipality Code,State,Municipality,Population,Observed Deaths,Deaths Counterfactual,Deaths Averted,Percent of Counterfactual Deaths Averted,"Observed Death Rate, per 100,000","Counterfactual Death Rate, per 100,000","Averted Death Rate, per 100,000"
330300,Rio de Janeiro,Miracema,27134,87,362.8141873,275.8141873,76.02078335,320.6309427,1337.120171,1016.489229
330320,Rio de Janeiro,Nilópolis,162893,163,464.7074703,301.7074703,64.92417049,100.0656873,285.2838798,185.2181925
330330,Rio de Janeiro,Niterói,516981,1908,14117.7208,12209.7208,86.4850706,369.0657877,2730.800707,2361.734919
330340,Rio de Janeiro,Nova Friburgo,191664,703,6417.660638,5714.660638,89.04585269,366.7877118,3348.391267,2981.603555
330350,Rio de Janeiro,Nova Iguaçu,825388,1143,2635.398135,1492.398135,56.62894404,138.4803268,319.2920342,180.8117074
330360,Rio de Janeiro,Paracambi,53093,57,84.11022896,27.11022896,32.23178595,107.3587855,158.420562,51.06177643
330370,Rio de Janeiro,Paraíba do Sul,44741,85,352.8987553,267.8987553,75.91377166,189.9823428,788.7592036,598.7768607
330380,Rio de Janeiro,Paraty,44175,17,22.59331109,5.593311089,24.75649128,38.48330504,51.14501661,12.66171158
330385,Rio de Janeiro,Paty do Alferes,27942,1,1.205598449,0.205598449,17.05364244,3.578841887,4.314646227,0.73580434
330390,Rio de Janeiro,Petrópolis,307144,1134,6125.976386,4991.976386,81.48866518,369.2079285,1994.496518,1625.28859
330395,Rio de Janeiro,Pinheiral,25563,13,41.94761362,28.94761362,69.00896409,50.85475101,164.0950343,113.2402833
330400,Rio de Janeiro,Piraí,29802,51,190.8588946,139.8588946,73.27868837,171.1294544,640.4231077,469.2936533
330410,Rio de Janeiro,Porciúncula,19068,12,111.960715,99.96071497,89.28195483,62.93266205,587.1654865,524.2328245
330411,Rio de Janeiro,Porto Real,20254,0,0,0,NA,0,0,0
330412,Rio de Janeiro,Quatis,14562,6,9.909835027,3.909835027,39.45408795,41.20313144,68.05270586,26.84957442
330414,Rio de Janeiro,Queimados,152311,0,0,0,NA,0,0,0
330415,Rio de Janeiro,Quissamã,25535,61,214.737828,153.737828,71.59326768,238.8878011,840.9548778,602.0670767
330420,Rio de Janeiro,Resende,133244,340,1335.499525,995.4995245,74.54136121,255.1709645,1002.296182,747.1252173
330430,Rio de Janeiro,Rio Bonito,60930,121,727.5613334,606.5613334,83.3690997,198.5885442,1194.093769,995.5052247
330440,Rio de Janeiro,Rio Claro,18677,8,18.32990908,10.32990908,56.35548455,42.83343149,98.1416131,55.3081816
330450,Rio de Janeiro,Rio das Flores,9401,0,0,0,NA,0,0,0
330452,Rio de Janeiro,Rio das Ostras,159529,311,442.808368,131.808368,29.76645825,194.9488808,277.5723336,82.62345279
330455,Rio de Janeiro,Rio de Janeiro,6775561,16652,104819.2596,88167.25957,84.11360654,245.7656274,1547.019643,1301.254015
330470,Rio de Janeiro,Santo Antônio de Pádua,42705,62,232.2652295,170.2652295,73.30637904,145.182063,543.8829869,398.7009239
330475,Rio de Janeiro,São Francisco de Itabapoana,42214,43,84.58461678,41.58461678,49.16333296,101.8619415,200.3710067,98.50906519
330480,Rio de Janeiro,São Fidélis,38749,5,5.949598656,0.949598656,15.96071788,12.9035588,15.35419922,2.45064042
330490,Rio de Janeiro,São Gonçalo,1098357,1378,3047.10472,1669.10472,54.77674296,125.4601191,277.4238904,151.9637714
330500,Rio de Janeiro,São João da Barra,36731,68,1130.28275,1062.28275,93.98380626,185.1297269,3077.190248,2892.060521
330510,Rio de Janeiro,São João de Meriti,473385,319,762.2375063,443.2375063,58.14952723,67.38701057,161.0185169,93.63150634
330515,Rio de Janeiro,São José do Vale do Rio Preto,22032,25,35.7115934,10.7115934,29.99472266,113.4713145,162.0896578,48.6183433
330520,Rio de Janeiro,São Pedro da Aldeia,107556,92,135.9138971,43.91389712,32.31008605,85.53683662,126.3657045,40.82886786
330530,Rio de Janeiro,São Sebastião do Alto,9416,17,28.83463522,11.83463522,41.04312445,180.5437553,306.2301956,125.6864403
330540,Rio de Janeiro,Sapucaia,18270,14,58.93895135,44.93895135,76.24660826,76.62835249,322.5996242,245.9712717
330550,Rio de Janeiro,Saquarema,91938,64,151.9852417,87.98524167,57.89064826,69.61212991,165.3127561,95.70062615
330555,Rio de Janeiro,Seropédica,83841,5,8.694913723,3.694913723,42.49511658,5.963669326,10.37071805,4.407048727
330560,Rio de Janeiro,Silva Jardim,21775,2,3.196941627,1.196941627,37.44020901,9.184845006,14.68170667,5.496861664
330570,Rio de Janeiro,Sumidouro,15709,13,24.67082797,11.67082797,47.30618682,82.75510854,157.0490036,74.29389502
330575,Rio de Janeiro,Tanguá,34898,23,108.6242981,85.62429814,78.82610024,65.90635567,311.2622446,245.355889
330580,Rio de Janeiro,Teresópolis,185820,561,2293.684301,1732.684301,75.54153378,301.9050694,1234.358143,932.4530734
330600,Rio de Janeiro,Três Rios,82468,151,745.6856761,594.6856761,79.75018096,183.1013241,904.2121503,721.1108262
330610,Rio de Janeiro,Valença,77202,174,998.1186669,824.1186669,82.5672031,225.3827621,1292.866334,1067.483572
330620,Rio de Janeiro,Vassouras,37262,163,1454.581358,1291.581358,88.7940266,437.4429714,3903.658842,3466.215871
330630,Rio de Janeiro,Volta Redonda,274925,1390,7407.072118,6017.072118,81.23415058,505.5924343,2694.215556,2188.623122
350010,São Paulo,Adamantina,35153,205,1077.19485,872.1948501,80.96908837,583.1650215,3064.304185,2481.139163
350030,São Paulo,Aguaí,36981,4,7.303446494,3.303446494,45.23133697,10.81636516,19.74918605,8.932820892
350050,São Paulo,Águas de Lindóia,18908,56,184.2631917,128.2631917,69.60868882,296.1709329,974.5250251,678.3540922
350060,São Paulo,Águas de São Pedro,3588,1,1.024288684,0.024288684,2.37127326,27.87068004,28.54762218,0.676942131
350070,São Paulo,Agudos,37582,26,64.68805845,38.68805845,59.80711027,69.18205524,172.125109,102.9430537
350100,São Paulo,Altinópolis,16221,21,163.3532373,142.3532373,87.14442373,129.4618088,1007.047884,877.5860752
350110,São Paulo,Alto Alegre,4078,1,1.627799155,0.627799155,38.56735968,24.52182442,39.91660508,15.39478065
350115,São Paulo,Alumínio,18903,18,51.91513721,33.91513721,65.32803154,95.22298048,274.6396721,179.4166916
350120,São Paulo,Álvares Florence,3616,1,20,19,95,27.65486726,553.0973451,525.4424779
350130,São Paulo,Álvares Machado,25078,27,111.1894342,84.18943423,75.7171172,107.664088,443.3744088,335.7103207
350160,São Paulo,Americana,244370,735,3805.354009,3070.354009,80.68510845,300.7734174,1557.209972,1256.436555
350170,São Paulo,Américo Brasiliense,41545,134,194.1171404,60.11714037,30.96951678,322.5418221,467.2454937,144.7036716
350180,São Paulo,Américo de Campos,5993,2,21.02911721,19.02911721,90.48937728,33.37226765,350.8946639,317.5223963
350190,São Paulo,Amparo,73145,197,913.1857674,716.1857674,78.42717144,269.328047,1248.45959,979.1315434
350210,São Paulo,Andradina,57245,189,740.4743746,551.4743746,74.47582165,330.1598393,1293.517992,963.3581528
350220,São Paulo,Angatuba,25724,79,200.2165754,121.2165754,60.54272738,307.1062043,778.3259813,471.2197769
350230,São Paulo,Anhembi,6911,1,1.281343071,0.281343071,21.95688863,14.46968601,18.54063191,4.070945899
350250,São Paulo,Aparecida,36211,123,408.9445402,285.9445402,69.92257191,339.6757891,1129.337881,789.6620921
350270,São Paulo,Apiaí,24081,75,160.3717203,85.3717203,53.23365001,311.4488601,665.9678597,354.5189996
350275,São Paulo,Araçariguama,23343,38,48.67837487,10.67837487,21.93658867,162.7897014,208.5352134,45.745512
350280,São Paulo,Araçatuba,199210,752,2857.248063,2105.248063,73.68096912,377.4910898,1434.289475,1056.798385
350310,São Paulo,Arandu,6373,8,32.10869259,24.10869259,75.08462863,125.5295779,503.8238285,378.2942506
350320,São Paulo,Araraquara,240542,544,2099.126893,1555.126893,74.08446332,226.1559312,872.6654361,646.5095049
350330,São Paulo,Araras,136739,289,1141.552653,852.5526527,74.68360313,211.351553,834.8405742,623.4890212
350340,São Paulo,Arealva,8665,15,62.85634555,47.85634555,76.13606094,173.1102135,725.4050265,552.294813
350360,São Paulo,Areiópolis,11186,3,8.872441533,5.872441533,66.18743568,26.81923833,79.31737469,52.49813636
350370,São Paulo,Ariranha,9851,13,30.42845933,17.42845933,57.27683791,131.9662978,308.8870097,176.9207119
350380,São Paulo,Artur Nogueira,56247,128,230.6542628,102.6542628,44.50568638,227.5676925,410.0738934,182.5062009
350390,São Paulo,Arujá,92453,145,377.6063892,232.6063892,61.60022602,156.8364466,408.4306504,251.5942038
350400,São Paulo,Assis,105768,528,3977.89986,3449.89986,86.72666436,499.2058089,3760.967268,3261.761459
350410,São Paulo,Atibaia,145378,204,970.1446372,766.1446372,78.97220763,140.3238454,667.3256182,527.0017728
350420,São Paulo,Auriflama,15316,71,191.6615838,120.6615838,62.95553935,463.5675111,1251.381456,787.8139449
350450,São Paulo,Avaré,91792,298,2364.381679,2066.381679,87.39628197,324.6470281,2575.803642,2251.156614
350460,São Paulo,Bady Bassitt,18013,9,56.56585713,47.56585713,84.08934213,49.96391495,314.0279639,264.0640489
350480,São Paulo,Bálsamo,9209,10,178.7679459,168.7679459,94.40615601,108.5894234,1941.230817,1832.641393
350520,São Paulo,Bariri,35844,107,329.5685765,222.5685765,67.53331245,298.5157906,919.4525624,620.9367718
350530,São Paulo,Barra Bonita,36125,87,444.3407242,357.3407242,80.42043071,240.8304498,1230.008925,989.1784754
350540,São Paulo,Barra do Turvo,7606,1,2.788969258,1.788969258,64.14445957,13.14751512,36.66801549,23.52050037
350550,São Paulo,Barretos,123546,740,2107.499632,1367.499632,64.8873011,598.9671863,1705.84206,1106.874874
350570,São Paulo,Barueri,279704,916,1650.484528,734.4845275,44.50114589,327.4890599,590.0825614,262.5935015
350580,São Paulo,Bastos,20952,24,66.67914409,42.67914409,64.00673655,114.5475372,318.2471558,203.6996186
350590,São Paulo,Batatais,63438,132,630.1906977,498.1906977,79.0539593,208.0771777,993.3962258,785.3190481
350600,São Paulo,Bauru,381706,1001,4184.52067,3183.52067,76.07850268,262.2437164,1096.267984,834.0242674
350610,São Paulo,Bebedouro,77612,278,938.2453163,660.2453163,70.37022246,358.1920322,1208.892074,850.7000416
350630,São Paulo,Bernardino de Campos,11168,28,328.2666194,300.2666194,91.47034808,250.7163324,2939.350102,2688.63377
350635,São Paulo,Bertioga,66154,82,112.2399024,30.23990242,26.94220305,123.9532001,169.6645742,45.71137409
350640,São Paulo,Bilac,8197,8,33.59568267,25.59568267,76.18741646,97.59668171,409.8533935,312.2567118
350650,São Paulo,Birigui,126094,370,1304.269436,934.2694357,71.63162841,293.4318841,1034.362805,740.9309211
350660,São Paulo,Biritiba Mirim,33265,7,9.104415875,2.104415875,23.11423274,21.04313843,27.3693548,6.326216368
350670,São Paulo,Boa Esperança do Sul,15111,6,10.90520426,4.905204259,44.98039782,39.70617431,72.16732353,32.46114922
350680,São Paulo,Bocaina,12571,17,22.89674868,5.89674868,25.75365071,135.2318829,182.1394374,46.90755453
350690,São Paulo,Bofete,12107,0,0,0,NA,0,0,0
350700,São Paulo,Boituva,63310,116,180.0364221,64.03642209,35.56859293,183.2253988,284.3728038,101.147405
350710,São Paulo,Bom Jesus dos Perdões,26506,7,8.191940606,1.191940606,14.55016172,26.40911492,30.90598584,4.496870921
350740,São Paulo,Borborema,16278,20,77.91303632,57.91303632,74.33035479,122.8652169,478.6401052,355.7748883
350750,São Paulo,Botucatu,149718,424,2067.896154,1643.896154,79.49606903,283.1990809,1381.194081,1097.995
350760,São Paulo,Bragança Paulista,172346,542,6719.793933,6177.793933,91.93427648,314.483655,3899.013574,3584.529919
350790,São Paulo,Brotas,24862,28,84.25996594,56.25996594,66.76950947,112.6216716,338.9106505,226.2889789
350800,São Paulo,Buri,20050,31,42.25721855,11.25721855,26.63975277,154.6134663,210.7591948,56.14572843
350810,São Paulo,Buritama,17414,43,86.04751696,43.04751696,50.02761088,246.9277593,494.128385,247.2006257
350840,São Paulo,Cabreúva,51130,62,90.35857855,28.35857855,31.38448945,121.2595345,176.7232125,55.46367798
350850,São Paulo,Caçapava,95752,132,399.9317255,267.9317255,66.99436639,137.8561283,417.67454,279.8184117
350860,São Paulo,Cachoeira Paulista,33827,0,0,0,NA,0,0,0
350870,São Paulo,Caconde,19031,30,195.8494489,165.8494489,84.6821116,157.6375388,1029.107503,871.4699641
350880,São Paulo,Cafelândia,17917,4,9.757058111,5.757058111,59.00403631,22.32516604,54.4569856,32.13181956
350900,São Paulo,Caieiras,104044,127,208.0588603,81.0588603,38.95958105,122.0637423,199.9719929,77.90825065
350920,São Paulo,Cajamar,79034,144,188.920096,44.92009599,23.77729895,182.2000658,239.0364856,56.83641976
350930,São Paulo,Cajobi,10649,10,56.85178606,46.85178606,82.4104031,93.90553104,533.869716,439.964185
350940,São Paulo,Cajuru,26613,34,111.1772982,77.1772982,69.41821707,127.7571112,417.7556014,289.9984902
350950,São Paulo,Campinas,1223237,3522,28114.2892,24592.2892,87.47256253,287.9245804,2298.351767,2010.427187
350960,São Paulo,Campo Limpo Paulista,86407,130,263.0144958,133.0144958,50.57306647,150.4507737,304.3902644,153.9394908
350970,São Paulo,Campos do Jordão,52713,85,192.7132509,107.7132509,55.89301743,161.2505454,365.5896096,204.3390642
350990,São Paulo,Cananéia,12542,8,69.73100596,61.73100596,88.52734176,63.78568011,555.9799551,492.1942749
351000,São Paulo,Cândido Mota,31410,129,409.3991989,280.3991989,68.49041221,410.6972302,1303.404008,892.7067777
351020,São Paulo,Capão Bonito,47098,132,310.2369537,178.2369537,57.45187721,280.266678,658.7051545,378.4384765
351040,São Paulo,Capivari,56973,41,120.7162478,79.7162478,66.03605501,71.96391273,211.8832566,139.9193439
351050,São Paulo,Caraguatatuba,125194,297,5420.354371,5123.354371,94.52065345,237.2318162,4329.564013,4092.332197
351060,São Paulo,Carapicuíba,405375,152,242.9952132,90.99521325,37.44732747,37.49614554,59.94331502,22.44716947
351070,São Paulo,Cardoso,12371,11,132.4389024,121.4389024,91.69428333,88.91762994,1070.559393,981.6417626
351080,São Paulo,Casa Branca,30655,88,362.5449613,274.5449613,75.72714852,287.0657315,1182.661756,895.5960244
351100,São Paulo,Castilho,21521,57,140.1897181,83.18971805,59.34081273,264.857581,651.4089403,386.5513594
351110,São Paulo,Catanduva,123114,716,3234.634004,2518.634004,77.86457451,581.5748006,2627.34864,2045.773839
351120,São Paulo,Catiguá,7905,10,22.01571262,12.01571262,54.57789547,126.5022138,278.5036385,152.0014247
351140,São Paulo,Cerqueira César,20391,37,101.2133329,64.21333288,63.44355141,181.4526016,496.3627722,314.9101705
351150,São Paulo,Cerquilho,50631,87,305.7737481,218.7737481,71.54759016,171.8314866,603.9259508,432.0944642
351160,São Paulo,Cesário Lange,18595,59,117.4258398,58.4258398,49.75552221,317.289594,631.4914751,314.2018811
351170,São Paulo,Charqueada,17539,13,37.46383729,24.46383729,65.29987065,74.12053139,213.6030406,139.4825092
351190,São Paulo,Clementina,8894,15,42.01487036,27.01487036,64.29835468,168.6530245,472.3956641,303.7426396
351200,São Paulo,Colina,18601,40,224.9078758,184.9078758,82.21494029,215.042202,1209.117122,994.0749195
351210,São Paulo,Colômbia,6223,0,0,0,NA,0,0,0
351220,São Paulo,Conchal,28491,27,263.1885987,236.1885987,89.74119695,94.76676845,923.7604812,828.9937127
351230,São Paulo,Conchas,18138,53,155.6559376,102.6559376,65.95054399,292.2042122,858.1758606,565.9716484
351240,São Paulo,Cordeirópolis,25116,14,26.07920302,12.07920302,46.31737792,55.74136009,103.8350176,48.09365752
351280,São Paulo,Cosmópolis,74662,86,135.4035038,49.40350381,36.48613398,115.1857705,181.355313,66.16954248
351290,São Paulo,Cosmorama,7289,4,46.29082528,42.29082528,91.35897886,54.87721224,635.0778609,580.2006487
351300,São Paulo,Cotia,257882,450,645.2503369,195.2503369,30.25962572,174.498414,250.2114676,75.71305359
351310,São Paulo,Cravinhos,35858,14,33.97244679,19.97244679,58.79013341,39.0428914,94.74161077,55.69871936
351340,São Paulo,Cruzeiro,82895,195,729.7571674,534.7571674,73.27878249,235.2373485,880.339185,645.1018365
351350,São Paulo,Cubatão,132521,198,488.4207664,290.4207664,59.46118314,149.4102821,368.5610329,219.1507508
351360,São Paulo,Cunha,21373,18,135.4131109,117.4131109,86.70734327,84.2184064,633.5709115,549.3525051
351370,São Paulo,Descalvado,34097,53,298.0910654,245.0910654,82.22019841,155.4388949,874.2442602,718.8053653
351380,São Paulo,Diadema,429550,523,1306.229286,783.2292862,59.96108757,121.7553253,304.0924889,182.3371636
351390,São Paulo,Divinolândia,11027,35,166.1923062,131.1923062,78.94005999,317.4027387,1507.139805,1189.737066
351410,São Paulo,Dois Córregos,27704,6,9.080104018,3.080104018,33.92146183,21.65752238,32.775426,11.11790362
351430,São Paulo,Dourado,8883,7,13.13132874,6.13132874,46.69237106,78.80220646,147.8253826,69.02317618
351440,São Paulo,Dracena,47287,327,3176.137656,2849.137656,89.70447646,691.5219828,6716.7248,6025.202817
351450,São Paulo,Duartina,12421,32,150.607783,118.607783,78.75275808,257.6282103,1212.525424,954.8972141
351500,São Paulo,Embu das Artes,279264,178,234.2995895,56.2995895,24.02888952,63.73897101,83.89895923,20.15998822
351510,São Paulo,Embu-Guaçu,70402,35,69.07031531,34.07031531,49.32700127,49.71449675,98.10845616,48.39395941
351515,São Paulo,Engenheiro Coelho,21712,9,14.12264845,5.122648453,36.27257642,41.45173176,65.04535949,23.59362773
351518,São Paulo,Espírito Santo do Pinhal,44607,103,378.8076768,275.8076768,72.80942116,230.9054633,849.2112825,618.3058193
351520,São Paulo,Estrela d'Oeste,8420,3,6.175597812,3.175597812,51.42170699,35.62945368,73.34439207,37.71493838
351540,São Paulo,Fartura,16102,41,203.2543551,162.2543551,79.82823051,254.6267544,1262.292604,1007.66585
351550,São Paulo,Fernandópolis,69680,159,1393.021944,1234.021944,88.58596588,228.1859931,1999.170413,1770.98442
351570,São Paulo,Ferraz de Vasconcelos,198661,29,37.90995396,8.909953962,23.5029406,14.59773181,19.0827359,4.485004083
351600,São Paulo,Flórida Paulista,14936,16,139.4789665,123.4789665,88.52873634,107.1237279,933.8441785,826.7204506
351620,São Paulo,Franca,358539,786,2471.438323,1685.438323,68.19665728,219.2230134,689.3080872,470.0850738
351630,São Paulo,Francisco Morato,179372,215,271.9425394,56.94253939,20.93918058,119.8626318,151.6081325,31.74550063
351640,São Paulo,Franco da Rocha,158438,314,478.0879406,164.0879406,34.32170667,198.1847789,301.7508051,103.5660262
351660,São Paulo,Gália,6419,3,5.153607928,2.153607928,41.78835407,46.73625175,80.28677253,33.55052077
351670,São Paulo,Garça,44429,75,240.7984813,165.7984813,68.85362416,168.808661,541.9849227,373.1762617
351690,São Paulo,General Salgado,10855,18,174.8664918,156.8664918,89.70643271,165.8222018,1610.930371,1445.10817
351700,São Paulo,Getulina,11485,19,39.58662753,20.58662753,52.00399432,165.4331737,344.6811278,179.2479541
351740,São Paulo,Guaíra,41283,96,224.3443825,128.3443825,57.20864551,232.5412397,543.4304254,310.8891857
351750,São Paulo,Guapiaçu,22087,8,15.69242305,7.692423054,49.01998262,36.22040114,71.04823224,34.8278311
351760,São Paulo,Guapiara,16896,55,116.1689568,61.16895683,52.6551658,325.5208333,687.5530115,362.0321782
351770,São Paulo,Guará,21394,10,51.92811034,41.92811034,80.74260755,46.74207722,242.7227743,195.9806971
351780,São Paulo,Guaraçaí,8258,12,61.94475504,49.94475504,80.62789982,145.3136353,750.1181284,604.8044931
351820,São Paulo,Guararapes,33257,82,203.2806943,121.2806943,59.66168835,246.564633,611.2418268,364.6771938
351830,São Paulo,Guararema,30465,10,75.27978567,65.27978567,86.71622148,32.82455277,247.1025297,214.2779769
351840,São Paulo,Guaratinguetá,123192,241,700.7751727,459.7751727,65.60951224,195.6295863,568.8479549,373.2183686
351850,São Paulo,Guareí,19244,10,12.11285392,2.112853921,17.44307275,51.9642486,62.94353524,10.97928664
351860,São Paulo,Guariba,40857,32,68.89578,36.89578,53.55303329,78.32195217,168.6266246,90.30467239
351870,São Paulo,Guarujá,324977,627,1347.143434,720.1434344,53.45707191,192.9367309,414.5350084,221.5982775
351880,São Paulo,Guarulhos,1404694,2639,6438.793351,3799.793351,59.01405968,187.8700984,458.3769384,270.50684
351900,São Paulo,Herculândia,9649,8,51.86194173,43.86194173,84.57443024,82.91014613,537.4851459,454.5749997
351907,São Paulo,Hortolândia,237570,389,969.749466,580.749466,59.88654662,163.7412131,408.1952545,244.4540413
351910,São Paulo,Iacanga,12002,16,31.2763537,15.2763537,48.84314152,133.3111148,260.5928487,127.2817339
351930,São Paulo,Ibaté,35830,49,70.08406393,21.08406393,30.0839631,136.7569076,195.6016297,58.84472212
351940,São Paulo,Ibirá,12639,13,140.8905435,127.8905435,90.77297902,102.8562386,1114.728566,1011.872327
351960,São Paulo,Ibitinga,61150,217,493.9036233,276.9036233,56.06430288,354.8650859,807.6919433,452.8268574
351970,São Paulo,Ibiúna,80062,33,48.55538842,15.55538842,32.03637933,41.21805601,60.64723392,19.42917792
351980,São Paulo,Icém,8363,2,2.226812772,0.226812772,10.18553401,23.91486309,26.62696128,2.712098197
351990,São Paulo,Iepê,8228,21,70.34580357,49.34580357,70.14747301,255.2260574,854.9562904,599.730233
352010,São Paulo,Igarapava,30791,65,161.2579971,96.25799711,59.69192154,211.1006463,523.7179602,312.6173139
352040,São Paulo,Ilhabela,36194,18,25.3680847,7.368084702,29.04470238,49.73199978,70.08919904,20.35719926
352044,São Paulo,Ilha Solteira,26886,106,816.4827214,710.4827214,87.01748399,394.2572342,3036.83226,2642.575026
352050,São Paulo,Indaiatuba,260690,298,881.7393827,583.7393827,66.20316549,114.3120181,338.2329137,223.9208956
352070,São Paulo,Indiaporã,3876,4,62.19723182,58.19723182,93.56884562,103.1991744,1604.675743,1501.476569
352090,São Paulo,Ipaussu,15165,33,78.62665675,45.62665675,58.02950123,217.6063304,518.4744922,300.8681619
352100,São Paulo,Iperó,38771,9,10.86095356,1.860953564,17.13434786,23.21322638,28.01308598,4.799859596
352115,São Paulo,Ipiguá,5557,3,26.24220866,23.24220866,88.56803542,53.98596365,472.2369744,418.2510107
352130,São Paulo,Ipuã,16794,134,201.406399,67.40639897,33.46785371,797.9040133,1199.275926,401.3719124
352140,São Paulo,Iracemápolis,24982,15,40.18730501,25.18730501,62.67478002,60.04323113,160.8650429,100.8218118
352150,São Paulo,Irapuã,8101,1,1.047072747,0.047072747,4.495651966,12.34415504,12.92522832,0.581073281
352170,São Paulo,Itaberá,17405,46,110.8015439,64.80154395,58.48433301,264.2918702,636.6075493,372.3156791
352180,São Paulo,Itaí,27632,54,114.745194,60.74519403,52.93920547,195.4255935,415.2619935,219.8363999
352190,São Paulo,Itajobi,15331,9,140.3739167,131.3739167,93.58855248,58.70458548,915.6213994,856.9168139
352210,São Paulo,Itanhaém,104351,113,206.2079099,93.20790988,45.20093819,108.2883729,197.609903,89.3215301
352220,São Paulo,Itapecerica da Serra,179574,260,355.7986478,95.79864781,26.92496118,144.7871073,198.1348346,53.34772729
352230,São Paulo,Itapetininga,167106,143,419.9950279,276.9950279,65.95197788,85.57442581,251.334499,165.7600732
352240,São Paulo,Itapeva,95241,436,947.4807101,511.4807101,53.98323202,457.7860375,994.8244035,537.038366
352250,São Paulo,Itapevi,244131,339,427.2694079,88.26940792,20.65895809,138.8598744,175.0164493,36.15657492
352260,São Paulo,Itapira,75683,260,1907.796116,1647.796116,86.37170933,343.538179,2520.772321,2177.234142
352270,São Paulo,Itápolis,43536,140,420.2790501,280.2790501,66.68879879,321.5729511,965.3598174,643.7868662
352280,São Paulo,Itaporanga,15197,54,179.8188642,125.8188642,69.9697803,355.3332895,1183.25238,827.9190908
352290,São Paulo,Itapuí,14297,24,58.87297002,34.87297002,59.23426321,167.8673848,411.7854796,243.9180948
352310,São Paulo,Itaquaquecetuba,379082,293,360.8117038,67.81170382,18.79420847,77.29198432,95.18038414,17.88839982
352320,São Paulo,Itararé,50778,182,629.0737609,447.0737609,71.06857553,358.4229391,1238.870694,880.4477548
352330,São Paulo,Itariri,17754,4,6.454079371,2.454079371,38.02369369,22.53013405,36.35281835,13.8226843
352340,São Paulo,Itatiba,124254,236,634.8239693,398.8239693,62.82434007,189.9335233,510.908276,320.9747528
352350,São Paulo,Itatinga,21139,27,142.720262,115.720262,81.08187329,127.7260041,675.1514355,547.4254315
352360,São Paulo,Itirapina,18610,9,13.38786895,4.387868954,32.77496194,48.36109618,71.93911313,23.57801695
352390,São Paulo,Itu,177150,290,821.7960857,531.7960857,64.71144058,163.7030765,463.8984396,300.1953631
352400,São Paulo,Itupeva,64330,71,120.4171005,49.4171005,41.03827471,110.3684129,187.1865389,76.81812607
352410,São Paulo,Ituverava,42259,300,1306.826978,1006.826978,77.04363277,709.9079486,3092.422863,2382.514914
352420,São Paulo,Jaborandi,6963,4,9.148215136,5.148215136,56.27562382,57.44650294,131.3832419,73.93673899
352430,São Paulo,Jaboticabal,78029,143,356.6021961,213.6021961,59.89929351,183.2651963,457.0123879,273.7471916
352440,São Paulo,Jacareí,237119,473,1286.191133,813.1911334,63.22475037,199.4778993,542.4243242,342.9464249
352450,São Paulo,Jaci,7322,61,129.5658221,68.56582215,52.91968284,833.1057088,1769.541411,936.4357027
352460,São Paulo,Jacupiranga,17911,2,2.607432464,0.607432464,23.29619164,11.16632237,14.55771573,3.391393354
352470,São Paulo,Jaguariúna,59921,118,724.7127755,606.7127755,83.71768734,196.9259525,1209.447064,1012.521112
352480,São Paulo,Jales,49291,236,1263.528088,1027.528088,81.32214058,478.7892313,2563.405263,2084.616032
352500,São Paulo,Jandira,127734,24,27.58752434,3.587524344,13.0041547,18.78904599,21.59763598,2.808589995
352510,São Paulo,Jardinópolis,45544,17,30.44432793,13.44432793,44.16037024,37.32654137,66.84596858,29.51942722
352520,São Paulo,Jarinu,31173,18,45.58185695,27.58185695,60.51060399,57.74227697,146.2222338,88.47995686
352530,São Paulo,Jaú,153463,532,973.4328822,441.4328822,45.34805535,346.6633651,634.3111253,287.6477602
352570,São Paulo,José Bonifácio,37707,54,707.5990489,653.5990489,92.36855956,143.2094837,1876.572119,1733.362635
352590,São Paulo,Jundiaí,426935,1366,6774.179778,5408.179778,79.8351971,319.9550283,1586.7005,1266.745471
352600,São Paulo,Junqueirópolis,20978,40,157.5509954,117.5509954,74.61139494,190.6759462,751.0296284,560.3536821
352610,São Paulo,Juquiá,18627,1,1.062099486,0.062099486,5.846861514,5.368551028,5.701935288,0.33338426
352620,São Paulo,Juquitiba,31844,5,8.071421283,3.071421283,38.05304141,15.70154503,25.34675695,9.645211917
352640,São Paulo,Laranjal Paulista,29047,113,324.3957858,211.3957858,65.16600864,389.0246841,1116.796178,727.7714937
352670,São Paulo,Leme,105273,328,600.8236131,272.8236131,45.40827077,311.5708681,570.7290692,259.1582011
352680,São Paulo,Lençóis Paulista,69533,121,255.478217,134.478217,52.63784074,174.0180921,367.4200983,193.4020062
352690,São Paulo,Limeira,310783,963,2511.808722,1548.808722,61.66109339,309.8625086,808.2194721,498.3569635
352710,São Paulo,Lins,78978,352,1210.569424,858.5694235,70.92277459,445.6937375,1532.793213,1087.099475
352720,São Paulo,Lorena,89532,165,605.9742761,440.9742761,72.7711214,184.2916499,676.8242372,492.5325873
352730,São Paulo,Louveira,51007,80,139.8731167,59.87311666,42.80530676,156.8412179,274.2233746,117.3821567
352740,São Paulo,Lucélia,22022,35,154.0786259,119.0786259,77.28432494,158.9319771,699.6577329,540.7257558
352800,São Paulo,Macatuba,17263,35,89.43388349,54.43388349,60.86494443,202.7457568,518.0668684,315.3211116
